OBJECTID,SampleID,Ename,ID_Number,Peviously_Marked,Marked_mussel,Status,Sex,Gravidity,Age,Length,Height,VoucherLocation,VoucherType,ZebrasAttached,Comments,Northing,Easting,Method,NumberLive,NUM5YEAR,NumZebrasAttached1,PerZebraCoverage1,Listed_old,Tolerant_old,Lampsilini_old,Juveniles_old,Over_15yrs_old,tribe_old
285,201509010325.000000000000000,Ligumia recta,,,,Fresh Dead,,,0,0,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
286,201509010325.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
287,201509010325.000000000000000,Obliquaria reflexa,,,,Live,,,3,22,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
288,201509010325.000000000000000,Quadrula pustulosa,,,,Live,,,12,59,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,1,0,,,0,0,0,0,0,Quadrulini
289,201509010325.000000000000000,Quadrula quadrula,,,,Fresh Dead,,,0,0,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
290,201509010325.000000000000000,Toxolasma parvus,,,,Fresh Dead,,,0,0,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
291,201509010326.000000000000000,Amblema plicata,,,,Live,,,15,70,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,1,0,,,0,1,0,0,1,Amblemini
292,201509010326.000000000000000,Amblema plicata,,,,Live,,,20,90,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,1,0,,,0,1,0,0,1,Amblemini
293,201509010326.000000000000000,Amblema plicata,,,,Live,,,17,75,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,1,0,,,0,1,0,0,1,Amblemini
294,201509010326.000000000000000,Amblema plicata,,,,Live,,,18,74,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,1,0,,,0,1,0,0,1,Amblemini
295,201509010326.000000000000000,Amblema plicata,,,,Live,,,22,86,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,1,0,,,0,1,0,0,1,Amblemini
296,201509010326.000000000000000,Fusconaia ebena,,,,Fresh Dead,,,0,0,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,0,0,,,1,0,0,0,0,Pleurobemini
297,201509010326.000000000000000,Fusconaia flava,,,,Live,,,5,27,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,1,1,,,0,0,0,1,0,Pleurobemini
298,201509010326.000000000000000,Lampsilis cardium,,,,Fresh Dead,,,0,0,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
299,201509010326.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
300,201509010326.000000000000000,Lampsilis teres,,,,Fresh Dead,,,0,0,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
301,201509010326.000000000000000,Leptodea fragilis,,,,Fresh Dead,,,0,0,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
302,201509010326.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
303,201509010326.000000000000000,Obliquaria reflexa,,,,Live,,,3,23,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
304,201509010326.000000000000000,Quadrula metanevra,,,,Fresh Dead,,,0,0,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
305,201509010326.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
306,201509010326.000000000000000,Quadrula quadrula,,,,Fresh Dead,,,0,0,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
307,201509010326.000000000000000,Truncilla donaciformis,,,,Fresh Dead,,,0,0,,,,,,4743531.495600000023842,655340.142199999652803,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
308,201509010330.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743920.989700000733137,655333.322300000116229,Quantitative,0,0,,,0,1,0,0,0,Amblemini
309,201509010330.000000000000000,Fusconaia flava,,,,Live,,,11,45,,,,,,4743920.989700000733137,655333.322300000116229,Quantitative,1,0,,,0,0,0,0,0,Pleurobemini
310,201509010330.000000000000000,Fusconaia flava,,,,Live,,,7,29,,,,,,4743920.989700000733137,655333.322300000116229,Quantitative,1,0,,,0,0,0,0,0,Pleurobemini
311,201509010330.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743920.989700000733137,655333.322300000116229,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
312,201509010330.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743920.989700000733137,655333.322300000116229,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
313,201509010330.000000000000000,Quadrula pustulosa,,,,Weathered Dead,,,0,0,,,,,,4743920.989700000733137,655333.322300000116229,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
314,201509010330.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743920.989700000733137,655333.322300000116229,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
315,201509010331.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743875.214099999517202,655434.999400000087917,Quantitative,0,0,,,0,1,0,0,0,Amblemini
316,201509010331.000000000000000,Amblema plicata,,,,Live,,,3,20,,,,,,4743875.214099999517202,655434.999400000087917,Quantitative,1,1,,,0,1,0,1,0,Amblemini
317,201509010331.000000000000000,Leptodea fragilis,,,,Weathered Dead,,,0,0,,,,,,4743875.214099999517202,655434.999400000087917,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
318,201509010331.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743875.214099999517202,655434.999400000087917,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
319,201509010331.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743875.214099999517202,655434.999400000087917,Quantitative,0,0,,,0,0,0,0,0,Anodontini
320,201509010331.000000000000000,Quadrula nodulata,,,,Weathered Dead,,,0,0,,,,,,4743875.214099999517202,655434.999400000087917,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
321,201509010331.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743875.214099999517202,655434.999400000087917,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
322,201509010331.000000000000000,Toxolasma parvus,,,,Weathered Dead,,,0,0,,,,,,4743875.214099999517202,655434.999400000087917,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
323,201509010331.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743875.214099999517202,655434.999400000087917,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
324,201509010332.000000000000000,Amblema plicata,,,,Live,,,3,18,,,,,,4743762.073999999091029,655404.629399999976158,Quantitative,1,1,,,0,1,0,1,0,Amblemini
325,201509010332.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743762.073999999091029,655404.629399999976158,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
326,201509010332.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743762.073999999091029,655404.629399999976158,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
327,201509010332.000000000000000,Toxolasma parvus,,,,Weathered Dead,,,0,0,,,,,,4743762.073999999091029,655404.629399999976158,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
328,201509010333.000000000000000,Obliquaria reflexa,,,,Live,,,3,23,,,,,,4743886.789999999105930,655377.322800000198185,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
329,201509010333.000000000000000,Quadrula pustulosa,,,,Live,,,3,19,,,,,,4743886.789999999105930,655377.322800000198185,Quantitative,1,1,,,0,0,0,1,0,Quadrulini
330,201509010335.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4743637.309499999508262,655330.790699999779463,Quantitative,0,0,,,0,1,0,0,0,Amblemini
331,201509010335.000000000000000,Fusconaia flava,,,,Fresh Dead,,,0,0,,,,,,4743637.309499999508262,655330.790699999779463,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
332,201509010335.000000000000000,Lampsilis cardium,,,,Fresh Dead,,,0,0,,,,,,4743637.309499999508262,655330.790699999779463,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
333,201509010335.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4743637.309499999508262,655330.790699999779463,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
334,201509010335.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4743637.309499999508262,655330.790699999779463,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
335,201509010335.000000000000000,Obliquaria reflexa,,,,Live,,,5,31,,,,,,4743637.309499999508262,655330.790699999779463,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
336,201509010335.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4743637.309499999508262,655330.790699999779463,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
337,201509010335.000000000000000,Toxolasma parvus,,,,Fresh Dead,,,0,0,,,,,,4743637.309499999508262,655330.790699999779463,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
338,201509010337.000000000000000,Amblema plicata,,,,Live,,,12,78,,,,,,4743816.719399999827147,655334.928999999538064,Quantitative,1,0,,,0,1,0,0,0,Amblemini
339,201509010337.000000000000000,Amblema plicata,,,,Live,,,17,84,,,,,,4743816.719399999827147,655334.928999999538064,Quantitative,1,0,,,0,1,0,0,1,Amblemini
340,201509010337.000000000000000,Amblema plicata,,,,Live,,,18,75,,,,,,4743816.719399999827147,655334.928999999538064,Quantitative,1,0,,,0,1,0,0,1,Amblemini
341,201509010337.000000000000000,Elliptio dilatata,,,,Live,,,1,15,,,,,,4743816.719399999827147,655334.928999999538064,Quantitative,1,1,,,0,0,0,1,0,Pleurobemini
342,201509010337.000000000000000,Leptodea fragilis,,,,Weathered Dead,,,0,0,,,,,,4743816.719399999827147,655334.928999999538064,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
343,201509010337.000000000000000,Ligumia recta,,,,Live,,,11,121,,,,,,4743816.719399999827147,655334.928999999538064,Quantitative,1,0,,,1,0,1,0,0,Lampsilini
344,201509010337.000000000000000,Megalonaias nervosa,,,,Live,,,3,32,,,,,,4743816.719399999827147,655334.928999999538064,Quantitative,1,1,,,0,0,0,1,0,Quadrulini
345,201509010337.000000000000000,Obliquaria reflexa,,,,Live,,,3,21,,,,,,4743816.719399999827147,655334.928999999538064,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
346,201509010337.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743816.719399999827147,655334.928999999538064,Quantitative,0,0,,,0,0,0,0,0,Anodontini
347,201509010337.000000000000000,Quadrula pustulosa,,,,Live,,,14,56,,,,,,4743816.719399999827147,655334.928999999538064,Quantitative,1,0,,,0,0,0,0,0,Quadrulini
348,201509010342.000000000000000,Amblema plicata,,,,Live,,,20,77,,,,,,4743923.449100000783801,655372.335300000384450,Quantitative,1,0,,,0,1,0,0,1,Amblemini
349,201509010342.000000000000000,Lampsilis cardium,,,,Weathered Dead,,,0,0,,,,,,4743923.449100000783801,655372.335300000384450,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
350,201509010342.000000000000000,Lampsilis higginsii,,,,Live,,,3,44,,,,,,4743923.449100000783801,655372.335300000384450,Quantitative,1,1,,,1,0,1,1,0,Lampsilini
351,201509010342.000000000000000,Potamilus alatus,,,,Weathered Dead,,,0,0,,,,,,4743923.449100000783801,655372.335300000384450,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
352,201509010343.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,1,0,0,0,Amblemini
353,201509010343.000000000000000,Elliptio dilatata,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
354,201509010343.000000000000000,Fusconaia flava,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
355,201509010343.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
356,201509010343.000000000000000,Megalonaias nervosa,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
357,201509010343.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
358,201509010343.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,0,0,0,0,Anodontini
359,201509010343.000000000000000,Quadrula pustulosa,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
360,201509010343.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
361,201509010343.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
362,201509010343.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743874.398800000548363,655403.930399999953806,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
363,201509010344.000000000000000,Fusconaia flava,,,,Live,,,3,15,,,,,,4743793.749299999326468,655336.910899999551475,Quantitative,1,1,,,0,0,0,1,0,Pleurobemini
364,201509010344.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743793.749299999326468,655336.910899999551475,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
365,201509010344.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743793.749299999326468,655336.910899999551475,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
366,201509010345.000000000000000,Amblema plicata,,,,Live,,,4,19,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,1,1,,,0,1,0,1,0,Amblemini
367,201509010345.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,1,0,0,0,Amblemini
368,201509010345.000000000000000,Fusconaia ebena,,,,Fresh Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,1,0,0,0,0,Pleurobemini
369,201509010345.000000000000000,Fusconaia flava,,,,Weathered Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
370,201509010345.000000000000000,Lampsilis cardium,,,,Live,,,12,106,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
371,201509010345.000000000000000,Lampsilis cardium,,,,Fresh Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
372,201509010345.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
373,201509010345.000000000000000,Ligumia recta,,,,Live,,,14,118,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,1,0,,,1,0,1,0,0,Lampsilini
374,201509010345.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
375,201509010345.000000000000000,Megalonaias nervosa,,,,Weathered Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
376,201509010345.000000000000000,Obliquaria reflexa,,,,Live,,,11,51,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,1,0,,,0,1,1,0,0,Lampsilini
377,201509010345.000000000000000,Obliquaria reflexa,,,,Live,,,3,25,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
378,201509010345.000000000000000,Obliquaria reflexa,,,,Live,,,9,50,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,1,0,,,0,1,1,0,0,Lampsilini
379,201509010345.000000000000000,Obliquaria reflexa,,,,Live,,,4,23,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
380,201509010345.000000000000000,Obliquaria reflexa,,,,Live,,,3,23,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
381,201509010345.000000000000000,Pyganodon grandis,,,,Fresh Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,0,0,0,Anodontini
382,201509010345.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,0,0,0,Anodontini
383,201509010345.000000000000000,Quadrula metanevra,,,,Fresh Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
384,201509010345.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
385,201509010345.000000000000000,Quadrula pustulosa,,,,Live,,,10,48,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,1,0,,,0,0,0,0,0,Quadrulini
386,201509010345.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
387,201509010345.000000000000000,Truncilla donaciformis,,,,Fresh Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
388,201509010345.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
389,201509010345.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743568.351999999955297,655340.887400000356138,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
390,201509010346.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4743689.088899999856949,655354.088999999687076,Quantitative,0,0,,,0,1,0,0,0,Amblemini
391,201509010346.000000000000000,Fusconaia ebena,,,,Fresh Dead,,,0,0,,,,,,4743689.088899999856949,655354.088999999687076,Quantitative,0,0,,,1,0,0,0,0,Pleurobemini
392,201509010346.000000000000000,Fusconaia flava,,,,Fresh Dead,,,0,0,,,,,,4743689.088899999856949,655354.088999999687076,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
393,201509010346.000000000000000,Ligumia recta,,,,Fresh Dead,,,0,0,,,,,,4743689.088899999856949,655354.088999999687076,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
394,201509010346.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4743689.088899999856949,655354.088999999687076,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
395,201509010346.000000000000000,Obliquaria reflexa,,,,Fresh Dead,,,0,0,,,,,,4743689.088899999856949,655354.088999999687076,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
396,201509010346.000000000000000,Potamilus alatus,,,,Fresh Dead,,,0,0,,,,,,4743689.088899999856949,655354.088999999687076,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
397,201509010346.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4743689.088899999856949,655354.088999999687076,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
398,201509010347.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4743598.457200000062585,655366.302600000053644,Quantitative,0,0,,,0,1,0,0,0,Amblemini
399,201509010347.000000000000000,Elliptio dilatata,,,,Fresh Dead,,,0,0,,,,,,4743598.457200000062585,655366.302600000053644,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
400,201509010347.000000000000000,Lampsilis cardium,,,,Fresh Dead,,,0,0,,,,,,4743598.457200000062585,655366.302600000053644,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
401,201509010347.000000000000000,Obliquaria reflexa,,,,Fresh Dead,,,0,0,,,,,,4743598.457200000062585,655366.302600000053644,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
402,201509010347.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4743598.457200000062585,655366.302600000053644,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
403,201509010347.000000000000000,Truncilla truncata,,,,Fresh Dead,,,0,0,,,,,,4743598.457200000062585,655366.302600000053644,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
404,201509010348.000000000000000,Obliquaria reflexa,,,,Live,,,2,18,,,,,,4743700.471300000324845,655361.915500000119209,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
405,201509010349.000000000000000,Actinonaias ligamentina,,,,Fresh Dead,,,0,0,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
406,201509010349.000000000000000,Amblema plicata,,,,Live,,,3,17,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,1,1,,,0,1,0,1,0,Amblemini
407,201509010349.000000000000000,Amblema plicata,,,,Live,,,20,88,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,1,0,,,0,1,0,0,1,Amblemini
408,201509010349.000000000000000,Ellipsaria lineolata,,,,Fresh Dead,,,0,0,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
409,201509010349.000000000000000,Elliptio dilatata,,,,Fresh Dead,,,0,0,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
410,201509010349.000000000000000,Lampsilis cardium,,,,Live,Female,,11,97,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
411,201509010349.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
412,201509010349.000000000000000,Lampsilis teres,,,,Fresh Dead,,,0,0,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
413,201509010349.000000000000000,Ligumia recta,,,,Live,,,15,134,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,1,0,,,1,0,1,0,1,Lampsilini
414,201509010349.000000000000000,Megalonaias nervosa,,,,Live,,,31,145,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,1,0,,,0,0,0,0,1,Quadrulini
415,201509010349.000000000000000,Obliquaria reflexa,,,,Fresh Dead,,,0,0,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
416,201509010349.000000000000000,Potamilus alatus,,,,Fresh Dead,,,0,0,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
417,201509010349.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
418,201509010349.000000000000000,Quadrula quadrula,,,,Fresh Dead,,,0,0,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
419,201509010349.000000000000000,Truncilla truncata,,,,Fresh Dead,,,0,0,,,,,,4743525.837700000032783,655334.282599999569356,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
420,201509010350.000000000000000,Quadrula pustulosa,,,,Live,,,6,28,,,,,,4743627.109899999573827,655417.257000000216067,Quantitative,1,0,,,0,0,0,0,0,Quadrulini
421,201509010353.000000000000000,Actinonaias ligamentina,,,,Fresh Dead,,,0,0,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
422,201509010353.000000000000000,Amblema plicata,,,,Live,,,17,77,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,1,0,,,0,1,0,0,1,Amblemini
423,201509010353.000000000000000,Amblema plicata,,,,Live,,,4,24,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,1,1,,,0,1,0,1,0,Amblemini
424,201509010353.000000000000000,Fusconaia flava,,,,Fresh Dead,,,0,0,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
425,201509010353.000000000000000,Lampsilis cardium,,,,Fresh Dead,,,0,0,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
426,201509010353.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
427,201509010353.000000000000000,Lampsilis teres,,,,Live,,,7,102,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,1,0,,,1,0,1,0,0,Lampsilini
428,201509010353.000000000000000,Leptodea fragilis,,,,Live,,,1,29,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
429,201509010353.000000000000000,Leptodea fragilis,,,,Live,,,2,48,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
430,201509010353.000000000000000,Obliquaria reflexa,,,,Live,,,4,33,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
431,201509010353.000000000000000,Quadrula quadrula,,,,Fresh Dead,,,0,0,,,,,,4743549.736400000751019,655328.265800000168383,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
432,201509010355.000000000000000,Amblema plicata,,,,Live,,,22,89,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,1,0,,,0,1,0,0,1,Amblemini
433,201509010355.000000000000000,Elliptio dilatata,,,,Weathered Dead,,,0,0,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
434,201509010355.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
435,201509010355.000000000000000,Ligumia recta,,,,Weathered Dead,,,0,0,,,,,,4743714.610099999234080,655324.268099999986589,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
