OBJECTID,SampleID,Ename,ID_Number,Peviously_Marked,Marked_mussel,Status,Sex,Gravidity,Age,Length,Height,VoucherLocation,VoucherType,ZebrasAttached,Comments,Northing,Easting,Method,NumberLive,NUM5YEAR,NumZebrasAttached1,PerZebraCoverage1,Listed_old,Tolerant_old,Lampsilini_old,Juveniles_old,Over_15yrs_old,tribe_old
135,201009221449.000000000000000,Obliquaria reflexa,,No,No,Live,,,7,42,,,,No,,4743848.989499999210238,655344.986299999989569,Quantitative,1,0,0,0,0,1,1,0,0,Lampsilini
136,201009221450.000000000000000,Quadrula quadrula,,No,No,Live,,,14,85,,,,No,,4743864.012000000104308,655346.010300000198185,Quantitative,1,0,0,0,0,1,0,0,0,Quadrulini
137,201009221451.000000000000000,Lampsilis teres teres,,No,No,Sub-Fossil,,,,,,,,,,4743886.016400000080466,655319.981800000183284,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
138,201009221452.000000000000000,Lampsilis higginsii,MC-1,No,No,Live,Male,,11,84,,,,No,,4743911.990800000727177,655355.013500000350177,Quantitative,1,0,0,0,1,0,1,0,0,Lampsilini
139,201009221453.000000000000000,Amblema plicata,,No,No,Live,,,12,80,,,,No,,4743926.971899999305606,655345.998200000263751,Quantitative,1,0,0,0,0,1,0,0,0,Amblemini
140,201009221453.000000000000000,Obliquaria reflexa,,No,No,Live,,,6,45,,,,No,,4743926.971899999305606,655345.998200000263751,Quantitative,1,0,0,0,0,1,1,0,0,Lampsilini
141,201009221453.000000000000000,Amblema plicata,,No,No,Weathered Dead,,,,,,,,,,4743926.971899999305606,655345.998200000263751,Quantitative,0,0,,,0,1,0,0,0,Amblemini
142,201009221453.000000000000000,Quadrula pustulosa pustulosa,,No,No,Weathered Dead,,,,,,,,,,4743926.971899999305606,655345.998200000263751,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
143,201009221454.000000000000000,Amblema plicata,,No,No,Weathered Dead,,,,,,,,,,4743933.022099999710917,655398.015899999998510,Quantitative,0,0,,,0,1,0,0,0,Amblemini
144,201009221454.000000000000000,Obliquaria reflexa,,No,No,Fresh Dead,,,,,,,,,,4743933.022099999710917,655398.015899999998510,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
145,201009221454.000000000000000,Fusconaia flava,,No,No,Fresh Dead,,,,,,,,,,4743933.022099999710917,655398.015899999998510,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
146,201009221457.000000000000000,Lampsilis cardium,,No,No,Live,Male,,12,110,,,,No,,4743941.996899999678135,655420.982900000177324,Quantitative,1,0,0,0,0,0,1,0,0,Lampsilini
147,201009221458.000000000000000,Lampsilis siliquoidea,,No,No,Sub-Fossil,,,,,,,,,,4743935.998800000175834,655425.979399999603629,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
148,201009221461.000000000000000,Amblema plicata,,No,No,Fresh Dead,,,,,,,,,,4743998.008300000801682,655403.000300000421703,Quantitative,0,0,,,0,1,0,0,0,Amblemini
149,201009221462.000000000000000,Amblema plicata,,No,No,Live,,,15,84,,,,No,,4743961.007799999788404,655368.990399999544024,Quantitative,1,0,0,0,0,1,0,0,1,Amblemini
150,201009221462.000000000000000,Amblema plicata,,No,No,Live,,,12,80,,,,No,,4743961.007799999788404,655368.990399999544024,Quantitative,1,0,0,0,0,1,0,0,0,Amblemini
151,201009221463.000000000000000,Amblema plicata,,No,No,Live,,,15,84,,,,No,,4743964.985600000247359,655361.995199999772012,Quantitative,1,0,0,0,0,1,0,0,1,Amblemini
152,201009221464.000000000000000,Amblema plicata,,No,No,Live,,,12,74,,,,No,,4743970.009600000455976,655374.011699999682605,Quantitative,1,0,0,0,0,1,0,0,0,Amblemini
153,201009221464.000000000000000,Ligumia recta,,No,No,Live,,,3,44,,,,No,,4743970.009600000455976,655374.011699999682605,Quantitative,1,1,0,0,1,0,1,1,0,Lampsilini
154,201009221465.000000000000000,Leptodea fragilis,,No,No,Live,,,3,42,,,,No,,4743988.974400000646710,655360.999599999748170,Quantitative,1,1,0,0,0,0,1,1,0,Lampsilini
155,201009221465.000000000000000,Actinonaias ligamentina,,No,No,Fresh Dead,,,,,,,,,,4743988.974400000646710,655360.999599999748170,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
156,201009221467.000000000000000,Amblema plicata,,No,No,Live,,,12,90,,,,No,,4744027.001199999824166,655393.986800000071526,Quantitative,1,0,0,0,0,1,0,0,0,Amblemini
157,201009221467.000000000000000,Pyganodon grandis,,No,No,Live,,,8,123,,,,No,,4744027.001199999824166,655393.986800000071526,Quantitative,1,0,0,0,0,0,0,0,0,Anodontini
158,201009221468.000000000000000,Amblema plicata,,No,No,Live,,,10,69,,,,No,,4744047.006300000473857,655396.987999999895692,Quantitative,1,0,0,0,0,1,0,0,0,Amblemini
159,201009221468.000000000000000,Amblema plicata,,No,No,Live,,,12,92,,,,No,,4744047.006300000473857,655396.987999999895692,Quantitative,1,0,0,0,0,1,0,0,0,Amblemini
160,201009221469.000000000000000,Leptodea fragilis,,No,No,Live,,,3,39,,,,No,,4744063.979299999773502,655426.997399999760091,Quantitative,1,1,0,0,0,0,1,1,0,Lampsilini
161,201009221470.000000000000000,Obliquaria reflexa,,No,No,Live,,,6,43,,,,No,,4744074.990700000897050,655397.991899999789894,Quantitative,1,0,0,0,0,1,1,0,0,Lampsilini
162,201009221471.000000000000000,Amblema plicata,,No,No,Live,,,10,74,,,,No,,4744059.025000000372529,655387.994300000369549,Quantitative,1,0,0,0,0,1,0,0,0,Amblemini
163,201009221471.000000000000000,Quadrula pustulosa pustulosa,,No,No,Live,,,13,60,,,,No,,4744059.025000000372529,655387.994300000369549,Quantitative,1,0,0,0,0,0,0,0,0,Quadrulini
164,201009221473.000000000000000,Quadrula pustulosa pustulosa,,No,No,Live,,,11,55,,,,No,,4744065.972100000828505,655384.021399999968708,Quantitative,1,0,0,0,0,0,0,0,0,Quadrulini
165,201009221473.000000000000000,Leptodea fragilis,,No,No,Weathered Dead,,,,,,,,,,4744065.972100000828505,655384.021399999968708,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
166,201009221473.000000000000000,Lampsilis siliquoidea,,No,No,Weathered Dead,,,,,,,,,,4744065.972100000828505,655384.021399999968708,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
167,201009221474.000000000000000,Amblema plicata,,No,No,Weathered Dead,,,,,,,,,,4744069.000900000333786,655376.002799999900162,Quantitative,0,0,,,0,1,0,0,0,Amblemini
168,201009221475.000000000000000,Lampsilis siliquoidea,,No,No,Sub-Fossil,,,,,,,,,,4744057.023700000718236,655354.012600000016391,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
169,201009221478.000000000000000,Lampsilis cardium,,No,No,Sub-Fossil,,,,,,,,,,4744030.981300000101328,655357.008000000379980,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
170,201509010302.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743757.344599999487400,655386.366899999789894,Quantitative,0,0,,,0,1,0,0,0,Amblemini
171,201509010302.000000000000000,Leptodea fragilis,,,,Weathered Dead,,,0,0,,,,,,4743757.344599999487400,655386.366899999789894,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
172,201509010302.000000000000000,Ligumia recta,,,,Weathered Dead,,,0,0,,,,,,4743757.344599999487400,655386.366899999789894,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
173,201509010302.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743757.344599999487400,655386.366899999789894,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
174,201509010302.000000000000000,Quadrula pustulosa,,,,Weathered Dead,,,0,0,,,,,,4743757.344599999487400,655386.366899999789894,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
175,201509010302.000000000000000,Toxolasma parvus,,,,Weathered Dead,,,0,0,,,,,,4743757.344599999487400,655386.366899999789894,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
176,201509010302.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743757.344599999487400,655386.366899999789894,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
177,201509010302.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743757.344599999487400,655386.366899999789894,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
178,201509010303.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743913.848799999803305,655422.080400000326335,Quantitative,0,0,,,0,1,0,0,0,Amblemini
179,201509010303.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743913.848799999803305,655422.080400000326335,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
180,201509010303.000000000000000,Potamilus alatus,,,,Weathered Dead,,,0,0,,,,,,4743913.848799999803305,655422.080400000326335,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
181,201509010303.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743913.848799999803305,655422.080400000326335,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
182,201509010304.000000000000000,Amblema plicata,,,,Live,,,18,78,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,1,0,,,0,1,0,0,1,Amblemini
183,201509010304.000000000000000,Amblema plicata,,,,Live,,,3,16,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,1,1,,,0,1,0,1,0,Amblemini
184,201509010304.000000000000000,Fusconaia flava,,,,Weathered Dead,,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
185,201509010304.000000000000000,Lampsilis cardium,,,,Weathered Dead,,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
186,201509010304.000000000000000,Lampsilis higginsii,,,,Weathered Dead,Male,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
187,201509010304.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
188,201509010304.000000000000000,Ligumia recta,,,,Live,,,5,83,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,1,1,,,1,0,1,1,0,Lampsilini
189,201509010304.000000000000000,Megalonaias nervosa,,,,Weathered Dead,,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
190,201509010304.000000000000000,Obliquaria reflexa,,,,Live,,,4,25,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
191,201509010304.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
192,201509010304.000000000000000,Potamilus alatus,,,,Weathered Dead,,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
193,201509010304.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,0,0,0,0,0,Anodontini
194,201509010304.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
195,201509010304.000000000000000,Strophitus undulatus,,,,Weathered Dead,,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,0,0,0,0,0,Anodontini
196,201509010304.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
197,201509010304.000000000000000,Utterbackia imbecillis,,,,Live,,,1,25,,,,,,4743739.219799999147654,655326.257199999876320,Quantitative,1,1,,,0,0,0,1,0,Anodontini
198,201509010306.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743812.574400000274181,655376.680399999953806,Quantitative,0,0,,,0,1,0,0,0,Amblemini
199,201509010306.000000000000000,Lampsilis cardium,,,,Weathered Dead,,,0,0,,,,,,4743812.574400000274181,655376.680399999953806,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
200,201509010306.000000000000000,Megalonaias nervosa,,,,Weathered Dead,,,0,0,,,,,,4743812.574400000274181,655376.680399999953806,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
201,201509010306.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743812.574400000274181,655376.680399999953806,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
202,201509010306.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743812.574400000274181,655376.680399999953806,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
203,201509010307.000000000000000,Amblema plicata,,,,Live,,,18,77,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,1,0,,,0,1,0,0,1,Amblemini
204,201509010307.000000000000000,Fusconaia ebena,,,,Fresh Dead,,,0,0,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,0,0,,,1,0,0,0,0,Pleurobemini
205,201509010307.000000000000000,Lampsilis cardium,,,,Fresh Dead,,,0,0,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
206,201509010307.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
207,201509010307.000000000000000,Leptodea fragilis,,,,Fresh Dead,,,0,0,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
208,201509010307.000000000000000,Ligumia recta,,,,Live,,,13,137,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,1,0,,,1,0,1,0,0,Lampsilini
209,201509010307.000000000000000,Megalonaias nervosa,,,,Live,,,18,134,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,1,0,,,0,0,0,0,1,Quadrulini
210,201509010307.000000000000000,Obliquaria reflexa,,,,Live,,,7,52,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,1,0,,,0,1,1,0,0,Lampsilini
211,201509010307.000000000000000,Pleurobema sintoxia,,,,Fresh Dead,,,0,0,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
212,201509010307.000000000000000,Quadrula pustulosa,,,,Live,,,4,18,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,1,1,,,0,0,0,1,0,Quadrulini
213,201509010307.000000000000000,Truncilla truncata,,,,Fresh Dead,,,0,0,,,,,,4743665.441800000146031,655338.805100000463426,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
214,201509010308.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743882.330499999225140,655383.288200000301003,Quantitative,0,0,,,0,1,0,0,0,Amblemini
215,201509010308.000000000000000,Fusconaia flava,,,,Weathered Dead,,,0,0,,,,,,4743882.330499999225140,655383.288200000301003,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
216,201509010308.000000000000000,Lampsilis cardium,,,,Weathered Dead,,,0,0,,,,,,4743882.330499999225140,655383.288200000301003,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
217,201509010308.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743882.330499999225140,655383.288200000301003,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
218,201509010308.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743882.330499999225140,655383.288200000301003,Quantitative,0,0,,,0,0,0,0,0,Anodontini
219,201509010308.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743882.330499999225140,655383.288200000301003,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
220,201509010309.000000000000000,Amblema plicata,,,,Weathered Dead,,,0,0,,,,,,4743930.391799999400973,655382.553500000387430,Quantitative,0,0,,,0,1,0,0,0,Amblemini
221,201509010309.000000000000000,Obliquaria reflexa,,,,Live,,,3,28,,,,,,4743930.391799999400973,655382.553500000387430,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
222,201509010309.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743930.391799999400973,655382.553500000387430,Quantitative,0,0,,,0,0,0,0,0,Anodontini
223,201509010309.000000000000000,Truncilla donaciformis,,,,Weathered Dead,,,0,0,,,,,,4743930.391799999400973,655382.553500000387430,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
224,201509010309.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743930.391799999400973,655382.553500000387430,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
225,201509010310.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,0,1,0,0,0,Amblemini
226,201509010310.000000000000000,Arcidens confragosus,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,0,0,0,0,0,Anodontini
227,201509010310.000000000000000,Fusconaia ebena,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,1,0,0,0,0,Pleurobemini
228,201509010310.000000000000000,Fusconaia flava,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
229,201509010310.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
230,201509010310.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
231,201509010310.000000000000000,Obliquaria reflexa,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
232,201509010310.000000000000000,Quadrula nodulata,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
233,201509010310.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
234,201509010310.000000000000000,Truncilla donaciformis,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
235,201509010310.000000000000000,Truncilla truncata,,,,Fresh Dead,,,0,0,,,,,,4743508.783299999311566,655349.434399999678135,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
236,201509010311.000000000000000,Amblema plicata,,,,Live,,,9,51,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,1,0,,,0,1,0,0,0,Amblemini
237,201509010311.000000000000000,Amblema plicata,,,,Live,,,14,78,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,1,0,,,0,1,0,0,0,Amblemini
238,201509010311.000000000000000,Amblema plicata,,,,Live,,,5,26,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,1,1,,,0,1,0,1,0,Amblemini
239,201509010311.000000000000000,Fusconaia ebena,,,,Weathered Dead,,,0,0,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,0,0,,,1,0,0,0,0,Pleurobemini
240,201509010311.000000000000000,Fusconaia flava,,,,Live,,,14,59,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,1,0,,,0,0,0,0,0,Pleurobemini
241,201509010311.000000000000000,Lampsilis cardium,,,,Weathered Dead,,,0,0,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
242,201509010311.000000000000000,Lasmigona costata,,,,Live,,,15,98,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,1,0,,,0,0,0,0,1,Anodontini
243,201509010311.000000000000000,Leptodea fragilis,,,,Weathered Dead,,,0,0,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
244,201509010311.000000000000000,Megalonaias nervosa,,,,Live,,,26,130,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,1,0,,,0,0,0,0,1,Quadrulini
245,201509010311.000000000000000,Pleurobema sintoxia,,,,Weathered Dead,,,0,0,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
246,201509010311.000000000000000,Potamilus ohiensis,,,,Weathered Dead,,,0,0,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
247,201509010311.000000000000000,Pyganodon grandis,,,,Weathered Dead,,,0,0,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,0,0,,,0,0,0,0,0,Anodontini
248,201509010311.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743720.742399999871850,655331.707799999974668,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
249,201509010312.000000000000000,Amblema plicata,,,,Live,,,14,63,,,,,,4743801.309200000017881,655362.134399999864399,Quantitative,1,0,,,0,1,0,0,0,Amblemini
250,201509010312.000000000000000,Amblema plicata,,,,Live,,,28,87,,,,,,4743801.309200000017881,655362.134399999864399,Quantitative,1,0,,,0,1,0,0,1,Amblemini
251,201509010312.000000000000000,Lampsilis cardium,,,,Live,,,5,97,,,,,,4743801.309200000017881,655362.134399999864399,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
252,201509010312.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743801.309200000017881,655362.134399999864399,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
253,201509010312.000000000000000,Obliquaria reflexa,,,,Weathered Dead,,,0,0,,,,,,4743801.309200000017881,655362.134399999864399,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
254,201509010312.000000000000000,Truncilla truncata,,,,Live,,,3,16,,,,,,4743801.309200000017881,655362.134399999864399,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
255,201509010315.000000000000000,Toxolasma parvus,,,,Weathered Dead,,,0,0,,,,,,4743713.121500000357628,655389.078999999910593,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
256,201509010316.000000000000000,Toxolasma parvus,,,,Live,,,1,10,,,,,,4743718.760299999266863,655401.879499999806285,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
257,201509010316.000000000000000,Truncilla donaciformis,,,,Live,,,1,14,,,,,,4743718.760299999266863,655401.879499999806285,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
258,201509010318.000000000000000,Truncilla donaciformis,,,,Fresh Dead,,,0,0,,,,,,4743645.150399999693036,655387.578399999998510,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
259,201509010319.000000000000000,Amblema plicata,,,,Live,,,12,63,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,1,0,,,0,1,0,0,0,Amblemini
260,201509010319.000000000000000,Amblema plicata,,,,Live,,,17,82,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,1,0,,,0,1,0,0,1,Amblemini
261,201509010319.000000000000000,Amblema plicata,,,,Live,,,21,90,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,1,0,,,0,1,0,0,1,Amblemini
262,201509010319.000000000000000,Lampsilis higginsii,,,,Weathered Dead,,,0,0,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
263,201509010319.000000000000000,Lampsilis siliquoidea,,,,Weathered Dead,,,0,0,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
264,201509010319.000000000000000,Ligumia recta,,,,Live,,,9,120,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,1,0,,,1,0,1,0,0,Lampsilini
265,201509010319.000000000000000,Potamilus alatus,,,,Weathered Dead,,,0,0,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
266,201509010319.000000000000000,Quadrula pustulosa,,,,Weathered Dead,,,0,0,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
267,201509010319.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
268,201509010319.000000000000000,Toxolasma parvus,,,,Weathered Dead,,,0,0,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
269,201509010319.000000000000000,Truncilla truncata,,,,Weathered Dead,,,0,0,,,,,,4743778.401100000366569,655359.750099999830127,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
270,201509010322.000000000000000,Leptodea fragilis,,,,Fresh Dead,,,0,0,,,,,,4743644.757899999618530,655397.898799999617040,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
271,201509010323.000000000000000,Amblema plicata,,,,Live,,,20,85,,,,,,4743871.884299999102950,655324.285699999891222,Quantitative,1,0,,,0,1,0,0,1,Amblemini
272,201509010323.000000000000000,Leptodea fragilis,,,,Live,,,0,12,,,,,,4743871.884299999102950,655324.285699999891222,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
273,201509010323.000000000000000,Leptodea fragilis,,,,Live,,,1,28,,,,,,4743871.884299999102950,655324.285699999891222,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
274,201509010323.000000000000000,Ligumia recta,,,,Live,,,12,120,,,,,,4743871.884299999102950,655324.285699999891222,Quantitative,1,0,,,1,0,1,0,0,Lampsilini
275,201509010323.000000000000000,Quadrula pustulosa,,,,Live,,,3,20,,,,,,4743871.884299999102950,655324.285699999891222,Quantitative,1,1,,,0,0,0,1,0,Quadrulini
276,201509010323.000000000000000,Quadrula quadrula,,,,Weathered Dead,,,0,0,,,,,,4743871.884299999102950,655324.285699999891222,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
277,201509010323.000000000000000,Toxolasma parvus,,,,Live,,,3,17,,,,,,4743871.884299999102950,655324.285699999891222,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
278,201509010323.000000000000000,Toxolasma parvus,,,,Live,,,1,10,,,,,,4743871.884299999102950,655324.285699999891222,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
279,201509010323.000000000000000,Truncilla donaciformis,,,,Live,,,3,20,,,,,,4743871.884299999102950,655324.285699999891222,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
280,201509010325.000000000000000,Amblema plicata,,,,Live,,,5,25,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,1,1,,,0,1,0,1,0,Amblemini
281,201509010325.000000000000000,Amblema plicata,,,,Live,,,13,66,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,1,0,,,0,1,0,0,0,Amblemini
282,201509010325.000000000000000,Fusconaia flava,,,,Fresh Dead,,,0,0,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
283,201509010325.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
284,201509010325.000000000000000,Leptodea fragilis,,,,Fresh Dead,,,0,0,,,,,,4743587.225600000470877,655330.017799999564886,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
